GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,AMR8E001,AMVZE001,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010,AMR8M001,AMVZM001
"G4200370051500","2016-2020","PA",,,"Pennsylvania","42","Columbia County","037",,,"051500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42037051500",,,"Census Tract 515, Columbia County, Pennsylvania",5623,5578,4,2,8,0,0,31,0,31,58019,861,"Census Tract 515, Columbia County, Pennsylvania",302,304,6,5,11,15,15,23,15,23,3792,55
"G4200390110100","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110100",,,"Census Tract 1101, Crawford County, Pennsylvania",6181,6055,38,3,8,0,0,77,35,42,45847,721,"Census Tract 1101, Crawford County, Pennsylvania",407,409,32,4,9,15,15,44,29,26,3522,94
"G4200390110201","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110201",,,"Census Tract 1102.01, Crawford County, Pennsylvania",3783,3682,33,1,0,0,8,59,6,53,61518,659,"Census Tract 1102.01, Crawford County, Pennsylvania",236,221,27,2,11,11,13,44,8,43,2783,72
"G4200390110202","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110202",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110202",,,"Census Tract 1102.02, Crawford County, Pennsylvania",4589,4170,201,4,38,4,67,105,53,52,54191,608,"Census Tract 1102.02, Crawford County, Pennsylvania",227,225,70,5,31,6,43,61,40,42,6565,90
"G4200390110300","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110300",,,"Census Tract 1103, Crawford County, Pennsylvania",4360,4222,44,9,5,0,0,80,16,64,50890,731,"Census Tract 1103, Crawford County, Pennsylvania",296,292,32,11,8,11,11,47,19,44,3272,44
"G4200390110400","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110400",,,"Census Tract 1104, Crawford County, Pennsylvania",2731,2651,0,0,7,0,2,71,7,64,47431,634,"Census Tract 1104, Crawford County, Pennsylvania",259,263,11,11,10,11,5,40,11,40,7251,65
"G4200390110501","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110501",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110501",,,"Census Tract 1105.01, Crawford County, Pennsylvania",2223,2182,0,0,13,0,0,28,17,11,67083,847,"Census Tract 1105.01, Crawford County, Pennsylvania",356,340,11,11,21,11,11,25,18,16,11242,120
"G4200390110502","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110502",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110502",,,"Census Tract 1105.02, Crawford County, Pennsylvania",3172,3146,4,1,0,0,0,21,10,11,58599,666,"Census Tract 1105.02, Crawford County, Pennsylvania",344,344,7,5,11,11,11,18,12,13,5678,84
"G4200390110600","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110600",,,"Census Tract 1106, Crawford County, Pennsylvania",2834,2717,0,0,5,0,0,112,24,88,63261,706,"Census Tract 1106, Crawford County, Pennsylvania",25,79,11,11,8,11,11,74,31,56,9935,231
"G4200390110700","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110700",,,"Census Tract 1107, Crawford County, Pennsylvania",4052,3913,33,1,22,0,5,78,22,56,53906,690,"Census Tract 1107, Crawford County, Pennsylvania",177,179,29,2,19,11,10,42,24,33,8566,92
"G4200390110800","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110800",,,"Census Tract 1108, Crawford County, Pennsylvania",4652,4510,35,0,22,0,7,78,15,63,60743,663,"Census Tract 1108, Crawford County, Pennsylvania",268,281,18,11,18,11,7,36,16,32,4229,38
"G4200390110900","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"110900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039110900",,,"Census Tract 1109, Crawford County, Pennsylvania",3046,2729,18,4,1,0,216,78,0,78,55905,638,"Census Tract 1109, Crawford County, Pennsylvania",312,191,17,4,2,11,235,74,11,74,10855,177
"G4200390111000","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111000",,,"Census Tract 1110, Crawford County, Pennsylvania",2669,2612,33,0,6,0,0,18,0,18,48260,633,"Census Tract 1110, Crawford County, Pennsylvania",306,301,26,11,7,11,11,21,11,21,5524,14
"G4200390111100","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111100",,,"Census Tract 1111, Crawford County, Pennsylvania",2992,2867,73,0,21,0,25,6,0,6,33889,447,"Census Tract 1111, Crawford County, Pennsylvania",287,300,52,11,26,11,38,9,11,9,10110,171
"G4200390111200","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111200",,,"Census Tract 1112, Crawford County, Pennsylvania",2208,2165,10,0,21,0,12,0,0,0,42200,686,"Census Tract 1112, Crawford County, Pennsylvania",287,294,19,11,22,11,16,11,11,11,6414,70
"G4200390111300","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111300",,,"Census Tract 1113, Crawford County, Pennsylvania",5412,5209,38,2,18,18,1,126,11,115,58614,678,"Census Tract 1113, Crawford County, Pennsylvania",328,331,24,3,11,24,2,46,15,43,4649,37
"G4200390111400","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111400",,,"Census Tract 1114, Crawford County, Pennsylvania",4638,4543,31,0,16,3,15,30,0,30,60806,812,"Census Tract 1114, Crawford County, Pennsylvania",133,147,42,11,30,7,17,26,11,26,18455,207
"G4200390111500","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111500",,,"Census Tract 1115, Crawford County, Pennsylvania",5226,4641,298,0,21,0,6,260,26,234,48613,778,"Census Tract 1115, Crawford County, Pennsylvania",571,592,235,15,25,15,13,126,35,124,8967,69
"G4200390111600","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111600",,,"Census Tract 1116, Crawford County, Pennsylvania",3326,2969,91,3,11,0,26,226,25,201,23266,612,"Census Tract 1116, Crawford County, Pennsylvania",409,397,68,7,21,11,40,93,37,99,4623,38
"G4200390111700","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111700",,,"Census Tract 1117, Crawford County, Pennsylvania",4529,3855,295,0,79,0,17,283,11,272,55842,833,"Census Tract 1117, Crawford County, Pennsylvania",459,411,137,11,47,11,26,140,21,140,12835,60
"G4200390111800","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111800",,,"Census Tract 1118, Crawford County, Pennsylvania",5398,5183,0,0,118,0,0,97,0,97,59192,739,"Census Tract 1118, Crawford County, Pennsylvania",20,135,15,15,104,15,15,109,15,109,6465,247
"G4200390111900","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"111900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039111900",,,"Census Tract 1119, Crawford County, Pennsylvania",3341,3291,0,6,4,0,1,39,0,39,55725,682,"Census Tract 1119, Crawford County, Pennsylvania",314,319,11,10,5,11,2,29,11,29,4627,18
"G4200390112001","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"112001",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039112001",,,"Census Tract 1120.01, Crawford County, Pennsylvania",2425,2389,0,0,5,0,14,17,4,13,48792,614,"Census Tract 1120.01, Crawford County, Pennsylvania",355,352,11,11,8,11,19,14,7,12,6384,110
"G4200390112002","2016-2020","PA",,,"Pennsylvania","42","Crawford County","039",,,"112002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42039112002",,,"Census Tract 1120.02, Crawford County, Pennsylvania",1287,1263,0,0,0,0,0,24,7,17,45759,725,"Census Tract 1120.02, Crawford County, Pennsylvania",128,136,11,11,11,11,11,24,7,22,4258,115
"G4200410010100","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010100",,,"Census Tract 101, Cumberland County, Pennsylvania",5530,4570,705,0,50,0,121,84,10,74,51337,874,"Census Tract 101, Cumberland County, Pennsylvania",746,612,571,15,36,15,126,82,10,81,10483,29
"G4200410010201","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010201",,,"Census Tract 102.01, Cumberland County, Pennsylvania",5126,4818,97,0,9,0,123,79,51,28,83007,1147,"Census Tract 102.01, Cumberland County, Pennsylvania",575,590,130,15,14,15,171,89,82,39,12363,266
"G4200410010203","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010203",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010203",,,"Census Tract 102.03, Cumberland County, Pennsylvania",4266,3134,128,14,372,0,34,584,99,485,55947,1124,"Census Tract 102.03, Cumberland County, Pennsylvania",512,429,97,17,234,11,33,391,100,374,14397,177
"G4200410010204","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010204",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010204",,,"Census Tract 102.04, Cumberland County, Pennsylvania",5313,4447,53,0,440,0,22,351,151,200,95469,1327,"Census Tract 102.04, Cumberland County, Pennsylvania",573,545,57,15,247,15,27,173,119,115,13417,76
"G4200410010300","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010300",,,"Census Tract 103, Cumberland County, Pennsylvania",4292,3284,222,5,432,0,41,308,50,258,66639,1046,"Census Tract 103, Cumberland County, Pennsylvania",291,342,176,9,193,11,48,180,50,168,12631,66
"G4200410010400","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010400",,,"Census Tract 104, Cumberland County, Pennsylvania",3650,3503,114,0,0,0,13,20,0,20,109259,1129,"Census Tract 104, Cumberland County, Pennsylvania",334,343,148,11,11,11,22,32,11,32,11666,63
"G4200410010500","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010500",,,"Census Tract 105, Cumberland County, Pennsylvania",4276,3514,182,0,244,0,156,180,14,166,77583,1134,"Census Tract 105, Cumberland County, Pennsylvania",332,352,124,11,136,11,157,142,20,142,10413,65
"G4200410010600","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010600",,,"Census Tract 106, Cumberland County, Pennsylvania",4635,4143,183,7,32,0,33,237,0,237,63629,829,"Census Tract 106, Cumberland County, Pennsylvania",16,304,116,17,70,11,56,239,11,239,12554,75
"G4200410010700","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010700",,,"Census Tract 107, Cumberland County, Pennsylvania",3641,3424,37,0,38,0,76,66,6,60,76382,904,"Census Tract 107, Cumberland County, Pennsylvania",335,376,44,11,41,11,103,63,11,62,11894,120
"G4200410010800","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010800",,,"Census Tract 108, Cumberland County, Pennsylvania",3664,3259,103,0,42,0,70,190,97,93,53646,802,"Census Tract 108, Cumberland County, Pennsylvania",338,403,145,11,37,11,87,128,92,106,9245,114
"G4200410010900","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041010900",,,"Census Tract 109, Cumberland County, Pennsylvania",4795,4485,0,0,131,0,58,121,37,84,92199,956,"Census Tract 109, Cumberland County, Pennsylvania",568,600,11,11,118,11,61,70,58,77,15426,22
"G4200410011002","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011002",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011002",,,"Census Tract 110.02, Cumberland County, Pennsylvania",2337,1918,273,0,20,0,67,59,0,59,39902,816,"Census Tract 110.02, Cumberland County, Pennsylvania",318,294,164,11,33,11,83,55,11,55,7508,108
"G4200410011101","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011101",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011101",,,"Census Tract 111.01, Cumberland County, Pennsylvania",4050,3565,34,0,414,0,23,14,0,14,95217,1350,"Census Tract 111.01, Cumberland County, Pennsylvania",438,471,41,11,208,11,29,22,11,22,15851,52
"G4200410011102","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011102",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011102",,,"Census Tract 111.02, Cumberland County, Pennsylvania",4469,3869,352,0,128,0,0,120,2,118,57537,1136,"Census Tract 111.02, Cumberland County, Pennsylvania",549,562,372,11,93,11,11,99,4,99,12349,171
"G4200410011200","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011200",,,"Census Tract 112, Cumberland County, Pennsylvania",1611,1414,54,0,45,0,15,83,47,36,58750,809,"Census Tract 112, Cumberland County, Pennsylvania",189,178,49,11,31,11,15,63,55,37,7173,72
"G4200410011301","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011301",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011301",,,"Census Tract 113.01, Cumberland County, Pennsylvania",4752,3570,26,0,851,0,141,164,0,164,86711,1191,"Census Tract 113.01, Cumberland County, Pennsylvania",600,310,41,11,489,11,229,119,11,119,8302,199
"G4200410011303","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011303",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011303",,,"Census Tract 113.03, Cumberland County, Pennsylvania",5785,5315,35,19,309,11,65,31,0,31,118750,,"Census Tract 113.03, Cumberland County, Pennsylvania",638,633,39,26,75,18,87,56,15,56,9942,
"G4200410011304","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011304",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011304",,,"Census Tract 113.04, Cumberland County, Pennsylvania",6258,4991,214,0,781,0,52,220,0,220,63183,1081,"Census Tract 113.04, Cumberland County, Pennsylvania",666,563,114,15,332,15,62,203,15,203,12766,67
"G4200410011305","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011305",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011305",,,"Census Tract 113.05, Cumberland County, Pennsylvania",6401,4709,65,35,1030,0,14,548,310,238,83786,1164,"Census Tract 113.05, Cumberland County, Pennsylvania",1394,1441,82,40,193,15,24,456,394,160,26748,56
"G4200410011306","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011306",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011306",,,"Census Tract 113.06, Cumberland County, Pennsylvania",3328,2474,0,0,654,0,37,163,0,163,128212,1744,"Census Tract 113.06, Cumberland County, Pennsylvania",386,380,11,11,224,11,62,149,11,149,10053,82
"G4200410011307","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011307",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011307",,,"Census Tract 113.07, Cumberland County, Pennsylvania",3962,3518,22,0,362,0,40,20,0,20,99583,1683,"Census Tract 113.07, Cumberland County, Pennsylvania",395,357,45,11,188,11,57,23,11,23,16121,291
"G4200410011400","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011400",,,"Census Tract 114, Cumberland County, Pennsylvania",4190,3717,132,1,136,0,15,189,47,142,49355,876,"Census Tract 114, Cumberland County, Pennsylvania",417,416,120,3,164,11,24,114,54,102,3261,120
"G4200410011500","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011500",,,"Census Tract 115, Cumberland County, Pennsylvania",4787,4219,132,0,61,0,106,269,118,151,68233,1033,"Census Tract 115, Cumberland County, Pennsylvania",415,477,151,11,78,11,130,221,130,113,16740,123
"G4200410011602","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011602",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011602",,,"Census Tract 116.02, Cumberland County, Pennsylvania",3779,3635,20,13,54,0,0,57,0,57,114734,1538,"Census Tract 116.02, Cumberland County, Pennsylvania",322,299,26,22,64,11,11,53,11,53,9592,417
"G4200410011606","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011606",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011606",,,"Census Tract 116.06, Cumberland County, Pennsylvania",5050,4547,155,0,138,0,0,210,0,210,82200,1462,"Census Tract 116.06, Cumberland County, Pennsylvania",457,463,175,15,106,15,15,149,15,149,11925,162
"G4200410011607","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011607",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011607",,,"Census Tract 116.07, Cumberland County, Pennsylvania",5122,4857,30,20,183,0,0,32,0,32,88886,1349,"Census Tract 116.07, Cumberland County, Pennsylvania",624,641,43,34,185,15,15,39,15,39,18090,116
"G4200410011608","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011608",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011608",,,"Census Tract 116.08, Cumberland County, Pennsylvania",4269,2872,915,0,362,0,0,120,0,120,54073,1109,"Census Tract 116.08, Cumberland County, Pennsylvania",596,454,586,11,336,11,11,102,11,102,6928,57
"G4200410011700","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011700",,,"Census Tract 117, Cumberland County, Pennsylvania",6074,5921,8,0,86,0,59,0,0,0,86250,1064,"Census Tract 117, Cumberland County, Pennsylvania",119,154,9,15,79,15,77,15,15,15,10163,197
"G4200410011803","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011803",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011803",,,"Census Tract 118.03, Cumberland County, Pennsylvania",7457,6717,332,0,183,0,48,177,17,160,63406,1006,"Census Tract 118.03, Cumberland County, Pennsylvania",23,321,281,15,134,15,75,127,16,126,8340,340
"G4200410011804","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011804",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011804",,,"Census Tract 118.04, Cumberland County, Pennsylvania",2454,2450,4,0,0,0,0,0,0,0,93214,858,"Census Tract 118.04, Cumberland County, Pennsylvania",471,472,5,11,11,11,11,11,11,11,38513,145
"G4200410011805","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011805",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011805",,,"Census Tract 118.05, Cumberland County, Pennsylvania",4781,3799,54,19,879,0,18,12,0,12,91128,1558,"Census Tract 118.05, Cumberland County, Pennsylvania",470,393,84,31,296,11,28,21,11,21,12148,119
"G4200410011806","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011806",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011806",,,"Census Tract 118.06, Cumberland County, Pennsylvania",4449,3470,8,0,908,0,53,10,0,10,74510,1103,"Census Tract 118.06, Cumberland County, Pennsylvania",515,541,15,11,437,11,77,24,11,24,9962,136
"G4200410011807","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011807",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011807",,,"Census Tract 118.07, Cumberland County, Pennsylvania",6166,4954,99,0,830,0,0,283,175,108,113548,1472,"Census Tract 118.07, Cumberland County, Pennsylvania",655,706,106,15,257,15,15,246,226,98,14833,312
"G4200410011901","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011901",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011901",,,"Census Tract 119.01, Cumberland County, Pennsylvania",5355,5218,60,0,0,25,27,25,11,14,85548,788,"Census Tract 119.01, Cumberland County, Pennsylvania",584,606,82,15,15,41,41,33,18,28,16263,642
"G4200410011902","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"011902",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041011902",,,"Census Tract 119.02, Cumberland County, Pennsylvania",6359,5488,428,0,61,0,70,312,0,312,73786,1081,"Census Tract 119.02, Cumberland County, Pennsylvania",583,538,270,15,56,15,82,182,15,182,12674,197
"G4200410012000","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041012000",,,"Census Tract 120, Cumberland County, Pennsylvania",4624,3451,768,46,72,0,71,216,36,180,51949,793,"Census Tract 120, Cumberland County, Pennsylvania",609,437,439,75,92,11,64,209,54,207,6590,70
"G4200410012100","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041012100",,,"Census Tract 121, Cumberland County, Pennsylvania",2664,2104,325,0,44,4,102,85,0,85,47171,1043,"Census Tract 121, Cumberland County, Pennsylvania",537,493,314,11,55,7,120,74,11,74,8645,131
"G4200410012200","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041012200",,,"Census Tract 122, Cumberland County, Pennsylvania",2159,1529,344,17,100,0,94,75,0,75,33750,847,"Census Tract 122, Cumberland County, Pennsylvania",245,215,220,27,87,11,83,64,11,64,11135,77
"G4200410012300","2016-2020","PA",,,"Pennsylvania","42","Cumberland County","041",,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42041012300",,,"Census Tract 123, Cumberland County, Pennsylvania",2494,1851,306,0,120,0,9,208,5,203,27153,749,"Census Tract 123, Cumberland County, Pennsylvania",311,228,154,11,51,11,11,146,10,147,5606,76
