GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,JOIE001,JS5E001,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010,JOIM001,JS5M001
"G4200210011100","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011100",,,"Census Tract 111, Cambria County, Pennsylvania",5498,5352,65,0,49,0,0,32,0,32,52582,650,"Census Tract 111, Cambria County, Pennsylvania",17,88,44,109,64,109,109,35,109,35,3791,45
"G4200210011200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011200",,,"Census Tract 112, Cambria County, Pennsylvania",2368,2224,0,21,45,0,10,68,52,16,49841,583,"Census Tract 112, Cambria County, Pennsylvania",152,130,109,31,38,109,15,59,56,17,3951,84
"G4200210011300","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011300",,,"Census Tract 113, Cambria County, Pennsylvania",5216,4942,34,0,186,0,54,0,0,0,74044,652,"Census Tract 113, Cambria County, Pennsylvania",20,179,39,109,152,109,74,109,109,109,7810,106
"G4200210011400","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011400",,,"Census Tract 114, Cambria County, Pennsylvania",3567,3500,49,0,0,0,18,0,0,0,36104,549,"Census Tract 114, Cambria County, Pennsylvania",117,132,60,109,109,109,29,109,109,109,2786,32
"G4200210011500","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011500",,,"Census Tract 115, Cambria County, Pennsylvania",4462,4412,0,0,28,0,0,22,0,22,50366,601,"Census Tract 115, Cambria County, Pennsylvania",16,52,109,109,38,109,109,34,109,34,9429,174
"G4200210011600","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011600",,,"Census Tract 116, Cambria County, Pennsylvania",2776,2776,0,0,0,0,0,0,0,0,37356,446,"Census Tract 116, Cambria County, Pennsylvania",20,20,109,109,109,109,109,109,109,109,7282,115
"G4200210011700","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011700",,,"Census Tract 117, Cambria County, Pennsylvania",2408,2408,0,0,0,0,0,0,0,0,38864,457,"Census Tract 117, Cambria County, Pennsylvania",226,226,109,109,109,109,109,109,109,109,5940,36
"G4200210011800","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011800",,,"Census Tract 118, Cambria County, Pennsylvania",3966,3917,0,5,28,0,7,9,9,0,49889,538,"Census Tract 118, Cambria County, Pennsylvania",227,231,109,7,38,109,12,16,16,109,5234,73
"G4200210011900","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021011900",,,"Census Tract 119, Cambria County, Pennsylvania",3896,3794,13,0,0,0,19,70,7,63,38843,489,"Census Tract 119, Cambria County, Pennsylvania",34,108,15,109,109,109,43,89,15,90,7503,102
"G4200210012000","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012000",,,"Census Tract 120, Cambria County, Pennsylvania",5938,5868,19,0,19,0,3,29,0,29,37326,353,"Census Tract 120, Cambria County, Pennsylvania",245,250,25,109,21,109,4,26,109,26,2920,106
"G4200210012100","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012100",,,"Census Tract 121, Cambria County, Pennsylvania",2402,2397,0,0,0,0,0,5,0,5,37865,573,"Census Tract 121, Cambria County, Pennsylvania",221,221,109,109,109,109,109,5,109,5,5195,48
"G4200210012200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012200",,,"Census Tract 122, Cambria County, Pennsylvania",3961,3874,14,9,0,0,10,54,11,43,39918,478,"Census Tract 122, Cambria County, Pennsylvania",179,178,16,13,109,109,12,40,12,37,2933,45
"G4200210012300","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012300",,,"Census Tract 123, Cambria County, Pennsylvania",4396,3471,760,17,0,18,82,48,9,39,52300,579,"Census Tract 123, Cambria County, Pennsylvania",475,417,117,16,109,31,58,34,15,27,4234,33
"G4200210012400","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012400",,,"Census Tract 124, Cambria County, Pennsylvania",3924,3913,0,0,2,0,0,9,0,9,43060,560,"Census Tract 124, Cambria County, Pennsylvania",212,210,109,109,3,109,109,9,109,9,4063,71
"G4200210012500","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012500",,,"Census Tract 125, Cambria County, Pennsylvania",6115,5848,195,7,26,0,19,20,0,20,41392,472,"Census Tract 125, Cambria County, Pennsylvania",30,137,119,13,48,109,30,16,109,16,9308,82
"G4200210012600","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012600",,,"Census Tract 126, Cambria County, Pennsylvania",3283,3267,0,16,0,0,0,0,0,0,53125,583,"Census Tract 126, Cambria County, Pennsylvania",26,34,109,23,109,109,109,109,109,109,7077,37
"G4200210012700","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012700",,,"Census Tract 127, Cambria County, Pennsylvania",2513,2499,0,0,0,0,0,14,0,14,45800,499,"Census Tract 127, Cambria County, Pennsylvania",120,125,109,109,109,109,109,17,109,17,4168,29
"G4200210012800","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012800",,,"Census Tract 128, Cambria County, Pennsylvania",6694,5918,696,9,19,0,12,40,0,40,38750,494,"Census Tract 128, Cambria County, Pennsylvania",204,223,107,15,26,109,15,25,109,25,3045,46
"G4200210012900","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"012900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021012900",,,"Census Tract 129, Cambria County, Pennsylvania",3682,3637,9,0,0,7,0,29,0,29,43535,598,"Census Tract 129, Cambria County, Pennsylvania",19,53,16,109,109,11,109,38,109,38,3603,162
"G4200210013000","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013000",,,"Census Tract 130, Cambria County, Pennsylvania",2649,2649,0,0,0,0,0,0,0,0,32656,424,"Census Tract 130, Cambria County, Pennsylvania",25,25,109,109,109,109,109,109,109,109,4642,88
"G4200210013100","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013100",,,"Census Tract 131, Cambria County, Pennsylvania",2779,2779,0,0,0,0,0,0,0,0,44583,532,"Census Tract 131, Cambria County, Pennsylvania",226,226,109,109,109,109,109,109,109,109,9556,144
"G4200210013200","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013200",,,"Census Tract 132, Cambria County, Pennsylvania",3952,3938,0,0,0,0,0,14,0,14,45750,527,"Census Tract 132, Cambria County, Pennsylvania",210,208,109,109,109,109,109,18,109,18,3997,48
"G4200210013300","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013300",,,"Census Tract 133, Cambria County, Pennsylvania",6028,5963,0,0,0,0,0,65,0,65,44890,516,"Census Tract 133, Cambria County, Pennsylvania",18,72,109,109,109,109,109,76,109,76,4844,97
"G4200210013400","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013400",,,"Census Tract 134, Cambria County, Pennsylvania",2800,1986,672,0,0,0,17,125,18,107,23750,392,"Census Tract 134, Cambria County, Pennsylvania",198,246,194,109,109,109,28,83,28,81,5091,59
"G4200210013500","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013500",,,"Census Tract 135, Cambria County, Pennsylvania",2925,2380,431,0,0,0,7,107,12,95,22390,389,"Census Tract 135, Cambria County, Pennsylvania",347,341,239,109,109,109,12,46,16,43,2639,68
"G4200210013600","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013600",,,"Census Tract 136, Cambria County, Pennsylvania",3442,2953,381,0,0,22,14,72,0,72,20670,229,"Census Tract 136, Cambria County, Pennsylvania",308,306,177,109,109,35,22,64,109,64,3845,53
"G4200210013700","2006-2010","PA",,,"Pennsylvania","42","Cambria County","021",,,"013700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42021013700",,,"Census Tract 137, Cambria County, Pennsylvania",5186,5008,64,0,98,0,6,10,0,10,34643,659,"Census Tract 137, Cambria County, Pennsylvania",515,481,49,109,85,109,14,15,109,15,8664,70
"G4200230960100","2006-2010","PA",,,"Pennsylvania","42","Cameron County","023",,,"960100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42023960100",,,"Census Tract 9601, Cameron County, Pennsylvania",2335,2290,2,0,5,0,0,38,8,30,32468,435,"Census Tract 9601, Cameron County, Pennsylvania",186,185,3,109,7,109,109,28,12,23,2469,50
"G4200230960200","2006-2010","PA",,,"Pennsylvania","42","Cameron County","023",,,"960200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42023960200",,,"Census Tract 9602, Cameron County, Pennsylvania",2862,2824,1,7,12,0,0,18,0,18,44409,658,"Census Tract 9602, Cameron County, Pennsylvania",186,186,2,11,10,109,109,21,109,21,2702,102
"G4200250020102","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020102",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020102",,,"Census Tract 201.02, Carbon County, Pennsylvania",4829,4731,0,0,0,0,27,71,0,71,44831,639,"Census Tract 201.02, Carbon County, Pennsylvania",18,123,109,109,109,109,46,115,109,115,9287,83
"G4200250020103","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020103",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020103",,,"Census Tract 201.03, Carbon County, Pennsylvania",4391,3968,135,0,90,0,145,53,53,0,55172,571,"Census Tract 201.03, Carbon County, Pennsylvania",503,545,187,109,115,109,200,88,88,109,6259,16
"G4200250020105","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020105",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020105",,,"Census Tract 201.05, Carbon County, Pennsylvania",4507,4001,340,0,75,0,14,77,17,60,54669,1191,"Census Tract 201.05, Carbon County, Pennsylvania",501,526,287,109,89,109,22,75,26,70,11458,94
"G4200250020106","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020106",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020106",,,"Census Tract 201.06, Carbon County, Pennsylvania",2200,1944,151,0,4,0,11,90,0,90,42500,575,"Census Tract 201.06, Carbon County, Pennsylvania",279,226,109,109,7,109,20,94,109,94,6464,517
"G4200250020200","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020200",,,"Census Tract 202, Carbon County, Pennsylvania",6366,6112,55,41,29,0,58,71,0,71,45495,670,"Census Tract 202, Carbon County, Pennsylvania",252,263,43,37,29,109,64,46,109,46,2220,33
"G4200250020300","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020300",,,"Census Tract 203, Carbon County, Pennsylvania",6421,6225,52,0,0,0,91,53,0,53,37944,692,"Census Tract 203, Carbon County, Pennsylvania",23,155,80,109,109,109,104,68,109,68,2570,47
"G4200250020400","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020400",,,"Census Tract 204, Carbon County, Pennsylvania",4010,3820,137,0,0,0,18,35,0,35,38252,557,"Census Tract 204, Carbon County, Pennsylvania",20,194,169,109,109,109,27,51,109,51,6554,65
"G4200250020500","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020500",,,"Census Tract 205, Carbon County, Pennsylvania",7102,6906,49,0,95,0,10,42,33,9,53090,823,"Census Tract 205, Carbon County, Pennsylvania",23,92,59,109,71,109,16,37,35,14,3835,98
"G4200250020600","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020600",,,"Census Tract 206, Carbon County, Pennsylvania",5548,5519,0,0,0,0,0,29,0,29,44349,584,"Census Tract 206, Carbon County, Pennsylvania",16,52,109,109,109,109,109,49,109,49,4397,115
"G4200250020700","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020700",,,"Census Tract 207, Carbon County, Pennsylvania",5233,5126,9,53,0,0,31,14,6,8,55625,676,"Census Tract 207, Carbon County, Pennsylvania",158,160,16,55,109,109,44,18,11,12,7005,61
"G4200250020800","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020800",,,"Census Tract 208, Carbon County, Pennsylvania",8536,8458,0,0,38,0,13,27,0,27,58829,673,"Census Tract 208, Carbon County, Pennsylvania",175,190,109,109,45,109,20,33,109,33,5039,91
"G4200250020900","2006-2010","PA",,,"Pennsylvania","42","Carbon County","025",,,"020900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42025020900",,,"Census Tract 209, Carbon County, Pennsylvania",5420,5322,33,0,0,0,23,42,0,42,43482,646,"Census Tract 209, Carbon County, Pennsylvania",19,119,52,109,109,109,34,49,109,49,7965,66
"G4200270010100","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010100",,,"Census Tract 101, Centre County, Pennsylvania",4130,4059,8,11,13,0,6,33,0,33,46250,583,"Census Tract 101, Centre County, Pennsylvania",296,300,9,9,17,109,8,27,109,27,4127,70
"G4200270010200","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010200",,,"Census Tract 102, Centre County, Pennsylvania",3021,3004,8,0,4,0,0,5,0,5,49475,550,"Census Tract 102, Centre County, Pennsylvania",176,175,11,109,6,109,109,8,109,8,2673,219
"G4200270010300","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010300",,,"Census Tract 103, Centre County, Pennsylvania",3550,3459,34,0,57,0,0,0,0,0,35694,456,"Census Tract 103, Centre County, Pennsylvania",168,174,47,109,63,109,109,109,109,109,7995,51
"G4200270010400","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010400",,,"Census Tract 104, Centre County, Pennsylvania",3283,3283,0,0,0,0,0,0,0,0,48011,613,"Census Tract 104, Centre County, Pennsylvania",167,167,109,109,109,109,109,109,109,109,7485,91
"G4200270010500","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010500",,,"Census Tract 105, Centre County, Pennsylvania",5514,5439,3,4,13,0,31,24,0,24,52316,500,"Census Tract 105, Centre County, Pennsylvania",259,263,5,5,17,109,41,19,109,19,2910,76
"G4200270010600","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010600",,,"Census Tract 106, Centre County, Pennsylvania",4135,4093,16,19,7,0,0,0,0,0,42170,595,"Census Tract 106, Centre County, Pennsylvania",168,169,20,23,10,109,109,109,109,109,5917,41
"G4200270010700","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010700",,,"Census Tract 107, Centre County, Pennsylvania",5823,5737,0,0,32,15,0,39,3,36,55546,718,"Census Tract 107, Centre County, Pennsylvania",263,277,109,109,49,23,109,39,6,39,3618,60
"G4200270010800","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010800",,,"Census Tract 108, Centre County, Pennsylvania",4964,4879,0,0,13,8,8,56,0,56,42524,753,"Census Tract 108, Centre County, Pennsylvania",303,301,109,109,14,12,11,56,109,56,3590,128
"G4200270010900","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027010900",,,"Census Tract 109, Centre County, Pennsylvania",7119,7081,5,0,33,0,0,0,0,0,54792,644,"Census Tract 109, Centre County, Pennsylvania",406,411,10,109,35,109,109,109,109,109,8005,112
"G4200270011000","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011000",,,"Census Tract 110, Centre County, Pennsylvania",7282,7085,94,0,70,0,33,0,0,0,49312,713,"Census Tract 110, Centre County, Pennsylvania",30,113,58,109,96,109,37,109,109,109,5267,53
"G4200270011100","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011100",,,"Census Tract 111, Centre County, Pennsylvania",6247,5985,190,21,0,9,12,30,15,15,48211,639,"Census Tract 111, Centre County, Pennsylvania",20,147,140,22,109,15,22,30,24,18,4177,66
"G4200270011201","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011201",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011201",,,"Census Tract 112.01, Centre County, Pennsylvania",4127,4113,5,0,9,0,0,0,0,0,54566,490,"Census Tract 112.01, Centre County, Pennsylvania",240,242,9,109,14,109,109,109,109,109,5075,133
"G4200270011300","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011300",,,"Census Tract 113, Centre County, Pennsylvania",7870,5892,811,12,753,0,215,187,0,187,42449,904,"Census Tract 113, Centre County, Pennsylvania",411,422,237,18,210,109,130,143,109,143,3717,75
"G4200270011400","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011400",,,"Census Tract 114, Centre County, Pennsylvania",6776,6021,125,0,265,0,88,277,134,143,59094,1079,"Census Tract 114, Centre County, Pennsylvania",413,401,95,109,172,109,83,217,181,101,6437,106
"G4200270011501","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011501",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011501",,,"Census Tract 115.01, Centre County, Pennsylvania",2987,2478,168,0,243,0,0,98,0,98,70709,1066,"Census Tract 115.01, Centre County, Pennsylvania",251,272,189,109,156,109,109,85,109,85,6861,78
"G4200270011502","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011502",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011502",,,"Census Tract 115.02, Centre County, Pennsylvania",8014,5814,256,39,1685,0,49,171,48,123,44535,820,"Census Tract 115.02, Centre County, Pennsylvania",359,444,225,39,421,109,45,115,55,98,9270,80
"G4200270011600","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011600",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011600",,,"Census Tract 116, Centre County, Pennsylvania",3473,3423,0,18,0,27,0,5,0,5,70625,963,"Census Tract 116, Centre County, Pennsylvania",277,278,109,28,109,36,109,8,109,8,12283,183
"G4200270011702","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011702",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011702",,,"Census Tract 117.02, Centre County, Pennsylvania",5726,5277,96,97,210,0,0,46,0,46,76754,586,"Census Tract 117.02, Centre County, Pennsylvania",277,324,91,59,137,109,109,48,109,48,14863,71
"G4200270011800","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011800",,,"Census Tract 118, Centre County, Pennsylvania",4845,4639,0,0,86,0,15,105,0,105,68920,877,"Census Tract 118, Centre County, Pennsylvania",16,119,109,109,90,109,24,84,109,84,6699,152
"G4200270011901","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011901",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011901",,,"Census Tract 119.01, Centre County, Pennsylvania",2615,2571,16,2,0,0,3,23,0,23,98911,675,"Census Tract 119.01, Centre County, Pennsylvania",20,38,19,4,109,109,5,23,109,23,10229,888
"G4200270011902","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"011902",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027011902",,,"Census Tract 119.02, Centre County, Pennsylvania",6091,5737,6,0,272,0,0,76,0,76,69688,684,"Census Tract 119.02, Centre County, Pennsylvania",318,322,10,109,141,109,109,70,109,70,7254,187
"G4200270012000","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027012000",,,"Census Tract 120, Centre County, Pennsylvania",5384,4859,32,0,286,0,104,103,0,103,13966,880,"Census Tract 120, Centre County, Pennsylvania",629,624,38,109,191,109,100,82,109,82,2295,87
"G4200270012100","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027012100",,,"Census Tract 121, Centre County, Pennsylvania",7945,6545,482,18,749,0,133,18,0,18,14297,1226,"Census Tract 121, Centre County, Pennsylvania",855,804,226,29,262,109,127,30,109,30,13270,1653
"G4200270012200","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"012200",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027012200",,,"Census Tract 122, Centre County, Pennsylvania",8759,7465,271,0,925,0,48,50,0,50,20773,1077,"Census Tract 122, Centre County, Pennsylvania",1081,940,139,109,352,109,47,47,109,47,5325,282
"G4200270012300","2006-2010","PA",,,"Pennsylvania","42","Centre County","027",,,"012300",,,,,,,,,,,,,,,,,,,,,,,,,"14000US42027012300",,,"Census Tract 123, Centre County, Pennsylvania",1644,1403,101,0,73,0,20,47,0,47,94500,770,"Census Tract 123, Centre County, Pennsylvania",207,242,92,109,50,109,28,38,109,38,28003,281
